"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Голосіївський р-н.","Феофания,"," Метрологическая ул. 9д, 7/9-эт. дома, 41/11/18 кв.м, евроремонт. ЖК ""Кришталеві джерела"", продажа с мебелью и техникой, закрытая територия, до метро ""Теремки"" 10 минут, 65000у.е., торг. ","65000","1585","USD","7","9","41","11","18","","евроремонт"," Тел.:  (96) 2282327,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Голосіївський р-н.","Ясиноватский пер. 10,"," Автовокзал, ЖК ""The Lakes"", 11/25, термодом, 48.13/17/13. Без отделки, медная проводка, счетчики, радиаторы, стеклопакеты, металлическая дверь. Метро ""Демиевская"" - 10 минут пешком. 58700 у.е. Без комиссии. Дом сдан, заселен. ","58700","","USD","11","25","","13","13","","N/A"," Тел.:  (97) 7160498,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Березняковская ул. 12,","  Березняки, 9/9-эт. дома, чешка, 32.4/19/7, под ремонт, свободна, тех. этаж, с/у совм., балкон на комнату и кухню, состояние жилое, стеклопакет в комнате, хороший паркет, домофон, ОСББ, в подъезде порядок, стеклопакеты, чистая продажа. 31000 у.е. ","31000","957","USD","9","9","32.4","19","7","","жилое"," Тел.:  (63) 6352981,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Вересневая ул., 5."," 8/9-кирп, 32/19/5.5 кв.м, с/у совм., кафель - рабочая стенка на кухне, санузле, балкон заст. Состояние хорошее, окна во двор. Продается с мебелью. Продажа до нового года! Отличная транспортная развязка. Хорошая инфраструктура: магазины Вел, 31000у.е. ","31000","969","USD","8","9","32","19","5.5","","жилое"," Тел.:  (97) 5130939,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Волго-Донская ул.66,"," 2/9эт.кирп., 28 кв.м общ., 14.10 кв.м жилая, балкон, состояние жилое, рядом парк Партизанской славы. Отличная транспортная развязка. 30000 у.е. ","30000","1071","USD","2","9","28","","","","жилое"," Тел.:  (66) 4607990, моб.,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Волго-Донская ул. 75,"," 7/9 кирп., 22/12.5/4, с/у совм., без балкона, состояние жилое, дом во дворе. Рядом школа, садик, магазины. Отличная транспортная развязка, маршрутки в любую сторону. Метро - 10мин. Экологически чистое место, Парк партизанской Славы, 26000у.е. ","26000","1182","USD","7","9","22","12.5","4","","жилое"," Тел.:  (97) 5130939,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Гмыри ул. 12Б,"," ст.м. ""Позняки"", ""Осокорки"" 10мин ходьбы, 14/25-эт. дома, 39/18/9 кв.м, качественный дорогой ремонт, мебель и техника, балкон застеклен, панорамные окна в пол, ламинат, кафель, натяжные потолки, новая проводка, заходи и живи. 65000у.е., комиссия 5%. ","65000","1667","USD","14","25","39","18","9","","жилое"," Тел.:  (73) 1047727,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Гмыри ул. 34,"," ст.м. ""Позняки"", ЖК ""Патриотика"", дом Чигирин, 13/25-эт. дома, 36.61/17.06/8.63 кв.м. ","","","UNKNOWN","13","25","63","","","","N/A"," Тел.:  (98) 7029081,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Драгоманова ул. 2А,"," квартира в новобудові (є відео). Ізольована спальня + відпочинкова зона з диваном та телевізором, дизайнерський ремонт. Чудова інфраструктура 1 хв. АШАН, зупинки ГТ, школи, садочки, тренажерні зали. Дорогі меблі, вся техніка bosch, 2-спальне ліжко. Терміново. ","","","UNKNOWN","","","","","","","жилое"," Тел.:  (99) 2598447,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Оросительная ул. 10,"," 1/2-эт. кирп. дома, 29.20/16.20/6 кв.м, с/у разд., состояние жилое, H=3.2м, решетки на окнах, стеклопакеты, инфраструктура: школа, садик, спортклубы, салоны, Фуршет, Велмаркет, рядом ж/д Дарница, городская электричка, парк Партизанской славы, 25500у.е. ","25500","","USD","1","2","","","","","жилое"," Тел.:  (97) 5130939,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Осокорки,"," Трускавецкая ул. 4а, 3/23-эт. дома, 55.4 кв.м ЖК Риверстоун, после строителей, стяжка, бронидвери, парковка, охрана, вид на набережную, 80000у.е. ","80000","1444","USD","3","23","55.4","","","Y","после строителей"," Тел.:  (96) 2282327, (93) 7054133,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Позняки,"," Драгоманова ул. 1Г, 8/18-эт. дома, 44/19/10 кв.м, с ремонтом, свободная, дом сдан давно, первичные документы, приемлемая коммуналка в сравнении с новостроями, без опекунского, комиссионные 3%, 55000у.е. ","55000","1250","USD","8","18","44","19","10","Y","жилое"," Тел.:  (50) 8561245,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Харьковское шоссе 21/6."," 42/20 + ниша/8.5, 1 этаж, без балкона, с/у совмещен, метро ""Дарница"", ""Харьковская"", ""Бориспольская"" от 10 минут на общественном транспорте. Жилое состояние. Кухонный гарнитур, мебель, быт. техника. 40000 у.е., торг. ","40000","","USD","","20","","","","","жилое"," Тел.:  (63) 2330372,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дарницький р-н.","Харьковское шоссе 21/6,"," 42/20/8.5, с/у совмещен, первый этаж, без балкона. Метро ""Дарница"", ""Харьковская"", ""Бориспольская"" от 10 минут на транспорте. Жилое состояние. Кухонный гарнитур. Мебель. Бытовая техника. 40000 у.е., торг. ","40000","952","USD","21","6","42","20","8.5","","жилое"," Тел.:  (63) 2330372,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Драйзера ул. 36,","  кирпичный дом, 44/17.4/9.2 кв.м, холл 11 кв.м, видовая, современный ремонт, балкон из кухни, застеклен и обшит вагонкой, с/у разд., ванная с окном - кафель, гарнитурная кухня с новой электроплитой, встроенный шкаф-купе, кондиционер. 42000у.е. ","42000","955","USD","","","44","17.4","9.2","","жилое"," Тел.:  (97) 8910148,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.",""," Троещина, Милославская ул., 43.3 кв.м, с большой кухней, светлой спальней, удобной планировкой. Подойдёт для молодых семейных пар и всех кто ценит пространство и комфорт. Звоните или лично приезжайте в наш офис, чтобы более подробно ознакомиться со всеми выгодами ЖК! ","","","UNKNOWN","","","43.3","","","","N/A"," Тел.:  (66) 3870737, моб., Наталья Web: ,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.",""," 7/25-пов. буд., монолітно-каркасний, утеплений, в наявності теплолічильники на квартиру. 44/18/10.5 кв.м, лоджія засклена та утеплена, обшита вагонкою, є кладова (можна збільшити кімнату). Квартира тепла та світла. Тамбур на дві квартири. Тихі сусіди. ","","","UNKNOWN","7","25","44","18","10.5","","N/A"," Тел.:  (97) 4153153, моб., Наталья,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Лисковская ул. 23,"," ЖК ""Район 2"", сдан, охрана и видеонаблюдение, концепция двор без машин. Можно перепланировать в раздельную 2-ку, 5 этаж, 44  кв.м, состояние после строителей, счетчики на отопление. 33500 у.е. Есть вариант за 32000 у.е. Переуступка. ","33500","","USD","","","","","","Y","после строителей"," Тел.:  (63) 2330372,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Матеюка ул. 9,"," ст.м. ""Лесная"", однокомн. квартира с ремонтом! Срочно! Возле метро! Заходи и живи! Просторная комната и укомплектованная кухня, санузел с ремонтом. В кладовке установлена стиральная машина. Большой балкон на протяженности комнаты и кухни. До метро 10 минут пешком! ","","","UNKNOWN","","","","","","","жилое"," Тел.:  (99) 0746610, моб., (98) 7899011, моб., Мария,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.",""," АППС-люкс, одна из самых просторных однокомнатных квартир на Троещине, дом 2005 года, 43/19/10, лоджия остеклена, в хорошем жилом состоянии, в парадном 3 лифта, на дом свой ЖЭК, прекрасная инфраструктура, удобнейшая транспортная развязка. ","","","UNKNOWN","","","43","19","10","","жилое"," Тел.:  (96) 4826542, моб., (63) 4559537, моб. E-mail: ,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Маяковского просп. 4,"," евроремонт, новая электропроводка, выровнены стены, импортный кафель, плитка на полу, ламинат, балкон оборудован, обшит вагонкой, встроенная кухня, бойлер, все сyпер. 34000y.е. Торг. ","34000","","UNKNOWN","","","","","","","евроремонт"," Тел.:  (97) 8803966,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Милославская ул., 31В,"," квартира-студия со свободной планировкой, дом 3-эт., 1-й этаж - парковка и коммерческая недвижимость. Дом клубного типа, инд. отопление (электро). После строителей. Без комиссии, налоги за себя оплачиваем, без доп. затрат для покупателя. Срочно. ","","","UNKNOWN","","","","","","Y","после строителей"," Тел.:  (96) 5477126,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Милютенко, 38,"," м. Лесная, Черниговская 5мин транспортом, 1/9, 22/13/4, аккуратная, в хорошем жилом состоянии. Тамбур с дополнительно оборудованною дверью с запирающимся замком. Теплая, светлая, окна на западную сторону света. Развитая инфраструктура. 26000у.е. ","26000","1182","USD","1","9","22","13","4","","жилое"," Тел.:  (68) 2392003,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Троещина,"," Милославская ул., однокомн. смарт-студио, свободна, без комиссии, рассрочка. 8/8-эт. дома, 35 кв.м. Свободная, после строителей. Автономное отопление. Квартиры с документами. Есть от 40 кв.м от ЖК Славский. Наша лояльность не ограничена по срокам. Приходите. Выберите. Купите. ","","","UNKNOWN","8","8","35","","","Y","после строителей"," Тел.:  (44) 2216181, SloveSky, (99) 9644352, моб. Web: ,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Троещина,"," Милославская ул. Однокомн. смарт-студио, свободна, без комиссии, рассрочка. 6/8-эт. дома, 50.6 кв.м. Свободная, после строителей. Автономное отопление. Квартиры с документами. Есть от 40 кв.м от ЖК Славский. Наша лояльность не ограничена по срокам. Приходите. Выберите. Купите. ","","","UNKNOWN","6","8","50.6","","","Y","после строителей"," Тел.:  (66) 3870737, моб., SloveSky Web: ,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Деснянський р-н.","Цветаевой ул., 5."," Евроремонт, 3/25-эт.дома, 43/18/12 кв.м с выходом на застекленную лоджию, 56000у.е. ","56000","1302","USD","3","25","43","18","12","","евроремонт"," Тел.:  (98) 1015108,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Алма-Атинска вул. 64А,","  6/9-пов. цегл. буд., гостиничного типа, 30/18/5 кв.м, в гарному стані, пластикові вікна по всій квартирі, бойлер, на підлозі - ламінат, балкон засклений, гарне місцерозташування, біля будинку школа, ст.м. ""Чернігівська"". 28000у.о. ","28000","933","UNKNOWN","6","9","30","18","5","","N/A"," Тел.:  (98) 7029081,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Алма-Атинская ул.,"," ст.м. ""Черниговская"", дом 2005г. постройки, комната 23.6 кв.м, на полу линолеум, встроенная кухня, с/у разд., шкаф-купе, консьерж, рядом транспорт, 2 лоджии застеклены деревянными стеклопакетами, 38000у.е., торг. ","38000","1610","USD","","","23.6","","","","N/A"," Тел.:  (98) 2134711,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Березняковская ул., 36,"," 11/16-эт. дома, 36/17/8.8 кв.м, h=2.49м, коридор 3.5 кв.м, отличный ламинат, кафель, стеклопакеты, балк. застекл., ремонт, в доме 2 лифта, 41000у.е. ","41000","1139","USD","11","16","36","17","8.8","","жилое"," Тел.:  (66) 8090564, моб.,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Запорожца ул. 8А,"," Воскресенка, 1-й этаж, 31/17/7.5 кв.м, хрущевка, фасад, возможно сделать пристройку или перевести в н/ф под бизнес, косметический ремонт, стеклопакеты, транспорт, магазины, ст.м. ""Дарница"", ""Левобережная"", ""Черниговская"", 27000у.е. ","27000","871","USD","","","31","17","7.5","","жилое"," Тел.:  (93) 9977388,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Курнатовского ул. 32А,"," Воскресенка, 3/9-эт. дома, 31/15.4/8 кв.м, чешский проект 1966г., панель, h=2.5м, квартира в хорошем состоянии, теплая, не угловая, уютная и просторная кухня, балкон, с/у разд., металлопластиковые окна ""Rehau"", 34000у.е. ","34000","1097","USD","3","9","31","15.4","8","","жилое"," Тел.:  (98) 7029081,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Радужная ул. 50,"," 4/8-эт. дома, 40/17/10 кв.м Клубный дом ЖК Light House, евроремонт, техника/мебель, идеально под аренду(10000грн), закрытая территория/охрана/видеонаблюдение. Без комиссии, 45000у.е. ","45000","1125","USD","4","8","40","17","10","","евроремонт"," Тел.:  (67) 5778757, (99) 2777001,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Радужная ул. 58,"," 10/11, клубного дома, 36/17/12 кв.м, видовая на озеро Радужное, панорамные окна, центр. коммуникации, счетчики, паркинг, после строителей, документы на руках, рядом электричка, парк, пляж, школа, садики, метро - 15 минут, 37000у.е. ","37000","1028","USD","10","11","36","17","12","Y","после строителей"," Тел.:  (63) 2325409,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Сивашская ул.,122"," новострой, с документами, ЖК Lego House. Видовая квартира на 19 этаже, 37 кв.м. После строителей, документы на руках, дом заселен. Реальная продажа. Звоните, покажу квартиру и отвечу на все вопросы. Без комиссии. От хозяина. ","","","UNKNOWN","","","37","","","Y","после строителей"," Тел.:  (67) 4681237,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Дніпровський р-н.","Туманяна ул., 15а,"," 12/25-эт.дома, 58/21/13 кв.м, ст.м. ""Левобережная"" - 10мин, секция А, видовая на канал, с мебелью и быттехникой (холодильник, телевизор, СМА, кондиционер, посудомойка), закрытая территория. Квартира от первого лица (не банковская), 86000у.е. ","86000","1483","USD","12","25","58","21","13","","N/A"," Тел.:  (93) 9977388,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Балтийский пер. 23,","  ЖК ""Navigator"", дом 4, 20/25 пан. термодома, наружное утепление, 42.86/18/10, с отделкой: стеклопакеты, обои, линолеум, столярка, сантехника, радиаторы, счетчики на все, рядом садики, школы, магазины. 35000 у.е., без комиссии. ","35000","407","USD","20","25","86","18","10","","N/A"," Тел.:  (68) 3641175,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Балтийский пер. 23,"," ЖК ""Navigator"", дом 4, 8/25-эт. пан. термодома, наружное утепление, современная планировка, 48.79/18/12 кв.м, с отделкой: стеклопакеты, обои, линолеум, столярка, сантехника, радиаторы, счетчики на все, рядом садики, школы, магазины, 36700у.е. ","36700","465","USD","8","25","79","18","12","","N/A"," Тел.:  (68) 3641175,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Балтийский пер. 23,"," ЖК ""Навигатор"" дом 1, 14/25 нового пан. дома с наружным утеплением, 49.12/18/18, отделка: м/п/о, обои, линолеум, столярка, сантехника, радиаторы, счетчики на все. Рядом садики, школы, хорошая развязка. Сдача 4 квартал 2019г. 45000 у.е., без комиссии. ","45000","","USD","14","25","","12","18","","N/A"," Тел.:  (97) 7154079,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Балтийский пер. 23,"," ЖК ""Навигатор"", дом 4. 12/25 нового пан. дома, с наружным утеплением, 42.86/18/10, современная, с отделкой: стеклопакеты, обои, линолеум, столярка, сантехника, радиаторы, счетчики на все. Садики, школы, хорошая развязка, сдача 4 квартал 2020г. 30545 у.е., без комиссии. ","30545","355","USD","12","25","86","18","10","","N/A"," Тел.:  (68) 3448407,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Богатырская ул., 8,"," гостинка, 3/9 эт., панельный, 28/15/6.5, состояние жилое, балкон застеклен, с/у совмещен, ванная сидячая, кладовка, метро 10 минут пешком, 35000у.е. + 3%. ","35000","1250","USD","3","9","28","15","6.5","","жилое"," Тел.:  (68) 8665750, моб.,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Богатырская ул. 32,"," ЖК ""Итальянский квартал"", 3-й этаж, 38.91/10.5/14.5, монолитно-каркасный с внешним утеплением, квартиры без отделки, лифт, на территории комплекса построят детский сад, рядом строится Novus, сдача 4 квартал 2019г. 38540 у.е., без комиссии. ","38540","424","USD","","","91","10.5","14.5","","N/A"," Тел.:  (97) 7160498,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Героев Днепра пр.75"," 4/9 эт., 33/14/7.5, большой балкон, с/у разд., жилое состояние, двойная дверь. 36000у.е. ","36000","1091","USD","4","9","33","14","7.5","","жилое"," Тел.:  (50) 5794373, моб.,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Героев Сталинграда пр.2Г"," ЖК ""Оазис"", 15/24-эт. кирп. дома, квартира-студио 50/24/14  кв.м, дизайнерский ремонт, ""заезжай и живи"", из окна квартиры красивый вид на озеро Вербное из кухни и спальни, витражные металлопластиковые окна. ","","","UNKNOWN","15","24","50","24","14","","жилое"," Тел.:  (98) 7029081,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Иорданская ул."," (Гавро), 4/9, 22/12/5, м/п/о, двойной балкон застеклен, обшит деревом, жилое состояние, с/у совм., линолеум, счётчики воды, чугунные батареи, метро ""Почайна"" 10 мин. пешком. В квартире никто не прописан, свободная, один собственник, ""чистая"" продажа. 33700 у.е. торг. ","33700","1532","USD","4","9","22","12","5","","жилое"," Тел.:  (96) 4536357,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Кондратюка ул., 4б,"," Минский массив, 3/9-эт.дома, 22/11/5 кв.м. Теплая, уютная квартира в хорошем состоянии. В комнате стеклопакет. Большой балкон (на комнату и кухню) не застеклен. С/узел совмещенный, кафель. Транспорт к метро, магазины, лес, школа, детсады, 28500уе. Посредникам не беспокоить! ","28500","1295","USD","3","9","22","11","5","","жилое"," Тел.:  (93) 8087931, моб., Вадим,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Кондратюка ул. 5,"," ЖК Министерский. 50/22/16. Комфортный 4 этаж в доме очень высокого качества. Отличный ремонт. Квартира двусторонняя, с холлом и просторной лоджией, полностью меблирована, оборудована бытовой техникой. Без комиссии. Чистая продажа. От хозяина. ","","","UNKNOWN","","","50","22","16","","евроремонт"," Тел.:  (67) 4681237,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Оболонский просп. 1,"," ЖК ""ObolonSKY"", дом 1, сдан, 7/26, монолитно-каркасный, 48.5/28.5/8.7 кв.м, окна на Печерск и 2 озера, студия, есть варианты спальню отделить, инфраструктура, рядом ст.м. ""Оболонь"", 90000у.е. Без комиссии. С правом собственности. ","90000","1856","USD","7","26","48.5","28.5","8.7","","N/A"," Тел.:  (50) 4408920,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Оболонский просп. 1,"," ЖК ""ObolonSKY"", дом 3, сдан, ст.м. ""Оболонь"" - 100м. Выбор квартир от 75000у.е. Без комиссии. Переуступка. ","75000","750","USD","","","100","","","","N/A"," Тел.:  (67) 4018752,"
"Нерухомість","Квартири і кімнати. Продам.","101: Квартири 1-кімнатні","Київ. Оболонський р-н.","Оболонский пр., 37,"," ст.м. ""Героев Днепра"", ""Минская"". Хорошая светлая квартира ждёт своего нового владельца. В квартире установлены счетчики на электроэнергию, горячую и холодную воду, металлопластиковые окна. Балкон не застеклен. ","","","UNKNOWN","","","","","","","N/A"," Тел.:  (98) 7029081,"
